var0,var1,var2,var3,var4,var5,var6,var7,var8,var9,Class
5985,4.4257,6.7333,8.0576,0.33313,0.3338,0.33382,0.33344,0.6671,0.33358,5
5986,4.2295,7.0491,8.2206,0.33358,0.33399,0.33301,0.33335,0.66725,0.33317,5
5987,4.3873,6.7782,8.0742,0.33361,0.3331,0.33347,0.3335,0.66746,0.33325,5
5988,4.4095,6.7876,8.0941,0.33375,0.33346,0.33398,0.33368,0.66731,0.33347,5
5989,4.1272,6.631,7.8105,0.33308,0.33323,0.33318,0.33326,0.66731,0.33311,5
5990,3.962,6.9129,7.9678,0.33355,0.33337,0.33341,0.33358,0.66735,0.33339,5
5991,4.3147,6.302,7.6375,0.33302,0.33399,0.33392,0.33305,0.66765,0.3338,5
5992,4.1986,6.9736,8.1400,0.3339,0.33325,0.33301,0.33319,0.66747,0.33317,5
5993,4.4166,6.7222,8.0433,0.33338,0.3339,0.33334,0.33359,0.66769,0.3339,5
5994,4.7825,6.941,8.4291,0.33376,0.33302,0.3333,0.33379,0.66784,0.3335,5
5995,4.144,6.8594,8.0140,0.33339,0.33306,0.33337,0.33322,0.66794,0.33352,5
5996,4.944,6.173,7.9088,0.33321,0.33325,0.33304,0.33366,0.66715,0.3339,5
5997,4.1386,6.3035,7.5407,0.33385,0.33332,0.33346,0.33306,0.66751,0.33325,5
5998,5.0096,7.04,8.6405,0.33306,0.33312,0.33375,0.33308,0.66701,0.3336,5
5999,4.1866,6.453,7.6921,0.33313,0.33365,0.33389,0.33303,0.66706,0.33332,5
6000,4.9615,6.6722,8.3147,0.33388,0.33381,0.33329,0.33323,0.66782,0.3334,5
6001,4.8124,6.7042,8.2526,0.33376,0.33324,0.33308,0.33375,0.66777,0.33305,5
6002,5.0333,6.3113,8.0726,0.33362,0.33302,0.33301,0.33357,0.66749,0.3335,5
6003,4.4766,6.2682,7.7026,0.33318,0.33381,0.33335,0.334,0.66779,0.33311,5
6004,4.5299,6.4559,7.8866,0.33307,0.33333,0.33376,0.33323,0.66794,0.33347,5
6005,4.3379,6.7182,7.9970,0.33363,0.33334,0.33385,0.33396,0.66798,0.33378,5
6006,4.7352,6.4676,8.0157,0.33351,0.3332,0.33392,0.3335,0.66772,0.33303,5
6007,4.7989,6.1929,7.8346,0.33379,0.33335,0.33364,0.33335,0.66735,0.3338,5
6008,4.5133,6.4636,7.8834,0.33341,0.33388,0.33323,0.33339,0.66776,0.333,5
6009,4.224,6.5539,7.7972,0.33311,0.3337,0.33325,0.33316,0.66756,0.33335,5
6010,4.5074,6.3264,7.7679,0.33365,0.33385,0.33393,0.3336,0.66706,0.33353,5
6011,4.4831,6.509,7.9035,0.33358,0.3334,0.33367,0.33332,0.66782,0.33337,5
6012,5.1981,6.1654,8.0643,0.33321,0.33392,0.33371,0.33397,0.66762,0.33343,5
6013,5.2462,6.6395,8.4620,0.33391,0.33356,0.33377,0.33301,0.66754,0.33323,5
6014,4.3964,6.2884,7.6728,0.33317,0.33372,0.33325,0.33388,0.66775,0.33383,5
6015,4.4318,6.6955,8.0294,0.33382,0.33365,0.33397,0.33396,0.66701,0.33394,5
6016,4.4163,5.7985,7.2888,0.33395,0.33361,0.33344,0.33308,0.66755,0.33371,5
6017,5.3129,6.438,8.3471,0.33389,0.33303,0.33369,0.33365,0.66748,0.33376,5
6018,5.181,6.5726,8.3691,0.33376,0.33365,0.33309,0.33331,0.66704,0.33372,5
6019,4.819,5.8036,7.5435,0.33358,0.33362,0.33341,0.33388,0.66735,0.33381,5
6020,4.53,5.9961,7.5149,0.3339,0.33316,0.33328,0.33368,0.66718,0.3339,5
6021,5.1188,6.3407,8.1490,0.3337,0.33351,0.33394,0.33331,0.66701,0.33389,5
6022,4.7285,6.4913,8.0309,0.33362,0.33389,0.33372,0.3338,0.66786,0.33301,5
6023,5.3686,6.349,8.3145,0.33323,0.33366,0.33332,0.3336,0.66742,0.33314,5
6024,5.3378,5.827,7.9023,0.33374,0.33364,0.33383,0.33394,0.66707,0.33321,5
6025,5.0303,5.8145,7.6885,0.33374,0.33362,0.33313,0.33385,0.66714,0.33361,5
6026,5.0749,6.4308,8.1921,0.33367,0.33337,0.33312,0.33376,0.66715,0.33392,5
6027,4.9809,6.6014,8.2697,0.33372,0.33333,0.33367,0.33371,0.66729,0.33323,5
6028,4.8979,6.1567,7.8673,0.33395,0.33324,0.33315,0.33315,0.66781,0.33372,5
6029,5.2541,6.5569,8.4023,0.33357,0.33381,0.33356,0.33356,0.66772,0.33332,5
6030,4.9664,6.1836,7.9311,0.33326,0.33332,0.33312,0.33372,0.66729,0.33377,5
6031,4.8841,5.8166,7.5952,0.33397,0.33351,0.3333,0.33331,0.66762,0.33316,5
6032,4.605,6.0779,7.6254,0.33316,0.33302,0.33376,0.33377,0.66735,0.33349,5
6033,5.2455,6.4023,8.2768,0.33373,0.33368,0.33393,0.33352,0.66762,0.33312,5
6034,4.5965,5.6623,7.2931,0.33363,0.33386,0.33376,0.334,0.66706,0.33384,5
6035,5.4495,6.3314,8.3537,0.33346,0.33332,0.33387,0.33335,0.66774,0.33399,5
6036,4.7239,6.2359,7.8232,0.3334,0.33381,0.33347,0.33359,0.66765,0.33373,5
6037,5.2998,6.4326,8.3346,0.33317,0.33395,0.33397,0.33354,0.66725,0.33368,5
6038,5.1834,6.0042,7.9321,0.33371,0.33313,0.33378,0.33306,0.66783,0.33399,5
6039,5.1618,5.5052,7.5466,0.33303,0.33318,0.33386,0.33316,0.66783,0.33357,5
6040,5.3213,5.8515,7.9093,0.33389,0.33369,0.33357,0.33339,0.66724,0.33333,5
6041,5.1239,6.3712,8.1760,0.33324,0.33386,0.33344,0.33362,0.66783,0.33378,5
6042,4.7429,6.3067,7.8911,0.33343,0.33397,0.33336,0.33355,0.66721,0.33313,5
6043,4.8493,5.8922,7.6311,0.33374,0.33394,0.33319,0.33348,0.66755,0.33347,5
6044,5.6031,5.9141,8.1469,0.33388,0.33349,0.33356,0.33382,0.66708,0.33364,5
6045,5.6122,6.2619,8.4088,0.33356,0.33384,0.33393,0.33361,0.66779,0.33398,5
6046,4.8388,5.5287,7.3471,0.3337,0.33366,0.33384,0.33387,0.66734,0.33303,5
6047,5.4744,6.0651,8.1703,0.33384,0.33314,0.33375,0.33318,0.66733,0.33336,5
6048,5.3822,5.5597,7.7381,0.33327,0.33326,0.33322,0.33343,0.66722,0.33391,5
6049,5.2629,5.3693,7.5185,0.33375,0.33344,0.33307,0.33386,0.66795,0.33375,5
6050,5.2478,5.3033,7.4609,0.33354,0.33389,0.33332,0.33343,0.66778,0.3336,5
6051,5.758,5.6337,8.0556,0.33385,0.33356,0.33359,0.33386,0.66788,0.33373,5
6052,5.0669,6.2263,8.0275,0.33342,0.33314,0.33337,0.33378,0.66711,0.3337,5
6053,5.1135,5.4121,7.4457,0.33349,0.33376,0.33351,0.33342,0.66797,0.33395,5
6054,5.405,5.8432,7.9597,0.33345,0.33385,0.33343,0.33386,0.66727,0.33364,5
6055,5.4495,5.2036,7.5349,0.33311,0.3332,0.33356,0.33371,0.66786,0.33347,5
6056,5.5522,5.4959,7.8123,0.33317,0.33372,0.33379,0.33397,0.6678,0.33332,5
6057,5.1343,5.9854,7.8858,0.33306,0.33306,0.33389,0.33307,0.66794,0.33344,5
6058,5.5315,5.5961,7.8685,0.33337,0.33315,0.33371,0.33384,0.6676,0.33363,5
6059,5.2481,5.7611,7.7931,0.3332,0.33367,0.33351,0.33394,0.66732,0.33319,5
6060,5.3988,5.7871,7.9144,0.33346,0.33315,0.33343,0.33305,0.66776,0.33335,5
6061,5.6595,5.3344,7.7773,0.33327,0.33349,0.33311,0.33389,0.66739,0.33321,5
6062,5.7521,5.9071,8.2450,0.33324,0.33318,0.33367,0.33397,0.667,0.33331,5
6063,5.5201,5.7087,7.9411,0.33386,0.3332,0.33364,0.33359,0.66774,0.333,5
6064,5.5676,5.2185,7.6309,0.33393,0.33307,0.33382,0.33371,0.66722,0.33331,5
6065,5.9189,5.3892,8.0048,0.33325,0.33373,0.33368,0.33386,0.66712,0.33388,5
6066,5.18,5.9405,7.8817,0.33375,0.33307,0.33392,0.33335,0.66779,0.33317,5
6067,5.7288,5.9199,8.2380,0.3334,0.33344,0.33339,0.33363,0.6674,0.33317,5
6068,5.4545,5.8134,7.9716,0.3333,0.33325,0.33352,0.33303,0.66728,0.33312,5
6069,5.1307,6.0186,7.9087,0.33391,0.3333,0.33391,0.33336,0.66779,0.33381,5
6070,5.3463,5.1029,7.3907,0.33351,0.33363,0.33387,0.33329,0.66756,0.33324,5
6071,5.1886,5.3919,7.4829,0.33371,0.33352,0.33301,0.33303,0.66706,0.33309,5
6072,5.6896,5.2757,7.7592,0.33395,0.33336,0.33332,0.3336,0.66771,0.33355,5
6073,5.4998,5.7809,7.9791,0.33369,0.33385,0.33317,0.33365,0.66708,0.33311,5
6074,5.3306,5.7371,7.8313,0.3331,0.33396,0.33354,0.33314,0.66734,0.333,5
6075,5.5669,5.2862,7.6769,0.33399,0.33388,0.33347,0.33313,0.66787,0.33397,5
6076,5.7999,5.2216,7.8041,0.33343,0.33398,0.33302,0.3332,0.66727,0.33338,5
6077,5.9885,5.3453,8.0271,0.33382,0.33382,0.33308,0.33386,0.66707,0.3335,5
6078,5.4699,5.57,7.8067,0.3334,0.33354,0.33346,0.33367,0.6672,0.33382,5
6079,5.5053,5.8084,8.0029,0.33387,0.33314,0.33326,0.33343,0.66747,0.33315,5
6080,5.3964,5.3001,7.5639,0.33306,0.33364,0.33347,0.33356,0.6671,0.33359,5
6081,5.8226,5.1013,7.7412,0.33396,0.333,0.33343,0.33355,0.667,0.33328,5
6082,5.69,5.7229,8.0702,0.33372,0.33383,0.33312,0.33357,0.66739,0.33308,5
6083,5.8312,5.3515,7.9146,0.33307,0.33384,0.33348,0.334,0.66715,0.33363,5
6084,5.7059,5.3487,7.8209,0.3331,0.33336,0.33373,0.33317,0.66741,0.33351,5
6085,5.6876,5.3565,7.8129,0.33369,0.33377,0.33321,0.3339,0.66702,0.33301,5
6086,6.171,4.7507,7.7878,0.33367,0.33345,0.33383,0.33353,0.66726,0.33346,5
6087,5.3646,5.0438,7.3633,0.33381,0.33306,0.33345,0.33364,0.66706,0.33345,5
6088,6.015,4.7336,7.6542,0.33379,0.33398,0.33389,0.33388,0.6678,0.33303,5
6089,6.1959,5.3861,8.2097,0.33375,0.33387,0.3331,0.33303,0.66745,0.33351,5
6090,5.7519,5.0367,7.6454,0.33312,0.33309,0.33366,0.3331,0.66745,0.33353,5
6091,6.1988,5.4432,8.2495,0.33344,0.33359,0.33381,0.33338,0.66771,0.3336,5
6092,5.3849,4.935,7.3042,0.33399,0.33323,0.33326,0.33325,0.66725,0.33344,5
6093,5.5793,4.9187,7.4379,0.33352,0.33375,0.33388,0.33365,0.66749,0.3333,5
6094,6.2415,5.0089,8.0028,0.33331,0.33334,0.33307,0.33356,0.66774,0.33357,5
6095,6.2895,5.529,8.3742,0.33325,0.33351,0.33361,0.33316,0.66796,0.33384,5
6096,5.4208,5.2043,7.5146,0.33304,0.33317,0.33382,0.33332,0.66738,0.33349,5
6097,5.5682,4.89,7.4106,0.33323,0.33363,0.33321,0.33312,0.66737,0.33344,5
6098,6.132,4.6735,7.7099,0.33337,0.3336,0.33345,0.33309,0.66779,0.33305,5
6099,6.3101,4.6311,7.8272,0.33335,0.3339,0.33325,0.33362,0.66703,0.33334,5
6100,6.3603,4.6372,7.8713,0.33355,0.33303,0.33353,0.33309,0.66763,0.33318,5
6101,6.0432,4.5264,7.5504,0.33395,0.33304,0.33329,0.33352,0.66766,0.33304,5
6102,6.3443,4.9379,8.0395,0.33365,0.33357,0.33381,0.33366,0.66739,0.33356,5
6103,5.9272,5.1667,7.8630,0.33305,0.33332,0.33304,0.33346,0.66796,0.33375,5
6104,6.3584,5.0149,8.0981,0.33387,0.33364,0.33372,0.33349,0.66759,0.33374,5
6105,5.6394,4.7905,7.3994,0.33303,0.33385,0.33356,0.3334,0.66753,0.33378,5
6106,5.5463,4.8783,7.3864,0.33335,0.33356,0.33363,0.33366,0.66741,0.3339,5
6107,5.4926,4.4549,7.0721,0.33383,0.33378,0.33319,0.33318,0.66791,0.33327,5
6108,5.8115,5.0028,7.6682,0.33339,0.33339,0.33373,0.33338,0.66755,0.33379,5
6109,6.0493,4.384,7.4708,0.33338,0.33358,0.33377,0.33399,0.66725,0.33396,5
6110,6.1974,4.4627,7.6370,0.33374,0.33384,0.33322,0.33399,0.66753,0.33358,5
6111,6.3027,4.7567,7.8962,0.33355,0.3336,0.33394,0.33337,0.66796,0.33365,5
6112,6.1082,4.4524,7.5587,0.33325,0.33367,0.33361,0.33393,0.66762,0.3336,5
6113,5.7254,5.2833,7.7906,0.33315,0.33315,0.33337,0.33328,0.66749,0.33301,5
6114,6.4515,4.8829,8.0910,0.33378,0.33377,0.33348,0.33358,0.66796,0.33339,5
6115,6.3946,4.5778,7.8643,0.33306,0.33381,0.33316,0.33302,0.66711,0.33347,5
6116,5.7009,5.0615,7.6236,0.33392,0.33326,0.33396,0.33361,0.66739,0.33342,5
6117,6.0973,4.7037,7.7008,0.33307,0.33318,0.33365,0.33345,0.66788,0.33306,5
6118,6.489,4.946,8.1590,0.3332,0.33314,0.33373,0.33364,0.66772,0.33367,5
6119,6.1786,4.4263,7.6005,0.33398,0.33363,0.33332,0.3338,0.66711,0.33362,5
6120,6.1281,5.0637,7.9495,0.33344,0.3336,0.33345,0.33393,0.66715,0.33361,5
6121,6.4162,4.9555,8.1071,0.33379,0.33361,0.33399,0.3336,0.66725,0.33329,5
6122,6.1882,4.2125,7.4859,0.33388,0.33373,0.33364,0.33371,0.66714,0.33304,5
6123,6.3007,4.4952,7.7399,0.3339,0.33372,0.33397,0.3336,0.66781,0.33323,5
6124,6.0297,4.5385,7.5469,0.33309,0.33372,0.33325,0.33385,0.66756,0.33374,5
6125,6.4364,4.3491,7.7680,0.33372,0.3338,0.33378,0.33313,0.66768,0.33364,5
6126,6.4499,4.4275,7.8233,0.33352,0.33359,0.33333,0.33375,0.66794,0.33386,5
6127,5.8735,4.1338,7.1824,0.33376,0.33378,0.33317,0.33393,0.6678,0.3338,5
6128,6.3821,4.986,8.0989,0.33378,0.33385,0.33394,0.33398,0.66753,0.33333,5
6129,6.1654,4.5029,7.6347,0.33383,0.33396,0.3338,0.33382,0.66763,0.33371,5
6130,6.4132,4.7423,7.9761,0.3335,0.33361,0.33325,0.33374,0.66747,0.33395,5
6131,5.6638,3.9724,6.9180,0.33303,0.33369,0.33383,0.33356,0.66729,0.33365,5
6132,5.9435,4.2094,7.2831,0.33378,0.33388,0.33388,0.33371,0.6672,0.33388,5
6133,6.204,4.0453,7.4064,0.33337,0.33363,0.33368,0.33397,0.66765,0.33368,5
6134,5.9315,4.9484,7.7246,0.3336,0.33352,0.3336,0.33355,0.66726,0.33314,5
6135,6.3035,4.1168,7.5288,0.33344,0.33353,0.3338,0.33396,0.66759,0.33389,5
6136,6.2681,4.618,7.7856,0.33301,0.33382,0.33327,0.33364,0.66718,0.33385,5
6137,5.849,4.6696,7.4844,0.33376,0.33351,0.33372,0.33328,0.66739,0.33389,5
6138,6.2512,4.7627,7.8588,0.33389,0.33302,0.33341,0.33389,0.66731,0.33322,5
6139,6.3121,4.8111,7.9366,0.33349,0.33326,0.33325,0.33379,0.66716,0.3333,5
6140,6.5662,4.4284,7.9200,0.33389,0.33366,0.33374,0.33389,0.66713,0.33305,5
6141,6.0279,4.5364,7.5442,0.33379,0.3333,0.33377,0.33363,0.66715,0.33334,5
6142,6.3474,4.2775,7.6542,0.33388,0.33338,0.33316,0.33331,0.66768,0.33343,5
6143,6.7065,4.3976,8.0197,0.33373,0.33349,0.3335,0.33398,0.66774,0.33314,5
6144,6.0175,4.6039,7.5767,0.33396,0.33397,0.33312,0.33324,0.66703,0.33386,5
6145,6.341,3.9627,7.4774,0.33363,0.33396,0.33321,0.3339,0.66702,0.33338,5
6146,6.0777,4.2107,7.3938,0.33303,0.33374,0.33321,0.33363,0.6678,0.33303,5
6147,6.3833,4.521,7.8221,0.33377,0.33354,0.33346,0.33346,0.66788,0.33376,5
6148,6.3709,4.4736,7.7847,0.33336,0.33358,0.33339,0.33377,0.66768,0.3335,5
6149,6.2671,4.4338,7.6769,0.33323,0.33348,0.33318,0.33393,0.66785,0.33393,5
6150,6.3811,3.9784,7.5197,0.33371,0.33355,0.33311,0.33317,0.66708,0.33317,5
6151,6.4712,3.9493,7.5811,0.33362,0.33303,0.33381,0.33397,0.66742,0.33315,5
6152,6.4388,4.4449,7.8240,0.33371,0.3339,0.33354,0.3333,0.66772,0.33382,5
6153,6.4748,4.3171,7.7821,0.33381,0.33346,0.33327,0.33333,0.66765,0.33321,5
6154,6.6281,3.8357,7.6580,0.33323,0.33315,0.33318,0.33365,0.66783,0.33384,5
6155,6.8178,4.0886,7.9498,0.3333,0.33395,0.33396,0.33315,0.66794,0.33367,5
6156,6.0577,3.5324,7.0124,0.3333,0.3334,0.33378,0.33369,0.66771,0.33326,5
6157,6.8238,4.3904,8.1142,0.33304,0.33372,0.33396,0.33395,0.66721,0.33392,5
6158,6.7222,4.132,7.8906,0.33329,0.33382,0.3332,0.33393,0.66738,0.33379,5
6159,6.1152,3.7873,7.1930,0.33354,0.33356,0.33309,0.33334,0.66752,0.33367,5
6160,6.8427,4.0022,7.9272,0.3337,0.33398,0.33389,0.33389,0.66722,0.33329,5
6161,6.34,3.6447,7.3130,0.33386,0.33317,0.33343,0.33361,0.66789,0.33365,5
6162,6.292,4.1258,7.5241,0.33336,0.33374,0.33386,0.33305,0.66765,0.33355,5
6163,6.582,4.292,7.8577,0.33308,0.33334,0.3337,0.33322,0.66739,0.33345,5
6164,6.6468,3.4489,7.4883,0.33328,0.33342,0.33382,0.33324,0.66756,0.33333,5
6165,6.6356,3.3983,7.4552,0.33338,0.33348,0.33372,0.33354,0.66709,0.33395,5
6166,6.0042,4.0596,7.2478,0.33302,0.33382,0.33339,0.33316,0.66738,0.33391,5
6167,6.0532,3.3615,6.9239,0.33392,0.33368,0.33315,0.33332,0.66756,0.33331,5
6168,6.5337,3.7316,7.5242,0.33307,0.33379,0.33328,0.33371,0.6671,0.33365,5
6169,6.1909,3.8293,7.2795,0.3338,0.33346,0.33364,0.334,0.66722,0.3339,5
6170,6.8155,4.2328,8.0229,0.33365,0.33378,0.33335,0.3337,0.66771,0.33308,5
6171,6.942,4.0173,8.0206,0.33358,0.33305,0.33394,0.33366,0.66735,0.33392,5
6172,6.2211,4.2119,7.5128,0.33312,0.33339,0.33393,0.33315,0.66767,0.33309,5
6173,6.0595,3.9551,7.2360,0.33384,0.33319,0.33303,0.33377,0.66763,0.33318,5
6174,6.5312,4.0517,7.6859,0.33394,0.3334,0.33318,0.33316,0.66704,0.33345,5
6175,6.4823,3.4905,7.3623,0.33332,0.33336,0.33391,0.33388,0.66788,0.33332,5
6176,6.8047,3.6966,7.7440,0.33316,0.33399,0.33375,0.33328,0.66753,0.33331,5
6177,6.3284,3.7035,7.3324,0.33306,0.33392,0.3331,0.33324,0.66752,0.33365,5
6178,6.2365,3.9115,7.3616,0.33347,0.33339,0.33319,0.33367,0.66712,0.33348,5
6179,6.768,3.5842,7.6585,0.33395,0.3332,0.33371,0.3339,0.66772,0.33372,5
6180,6.9482,3.5176,7.7879,0.33331,0.33373,0.33335,0.33373,0.66722,0.33332,5
6181,6.6656,3.5486,7.5513,0.33337,0.33358,0.33367,0.33385,0.66706,0.33332,5
6182,6.1695,3.1474,6.9260,0.33313,0.33357,0.3336,0.33387,0.66734,0.33359,5
6183,6.5756,3.6185,7.5055,0.33336,0.33378,0.33342,0.33303,0.66739,0.33339,5
6184,6.666,3.5904,7.5714,0.33317,0.33388,0.33357,0.33347,0.66766,0.3334,5
6185,6.5007,3.4696,7.3687,0.33305,0.33379,0.33333,0.33362,0.66757,0.33361,5
6186,6.6951,3.6248,7.6134,0.33385,0.33305,0.33312,0.33391,0.66756,0.33335,5
6187,6.2722,3.218,7.0495,0.33381,0.33399,0.33385,0.33363,0.66701,0.33387,5
6188,6.4914,3.7739,7.5087,0.33335,0.33314,0.33317,0.33311,0.66772,0.33334,5
6189,6.479,3.7167,7.4694,0.33393,0.33378,0.33386,0.33343,0.6671,0.33307,5
6190,6.8373,3.3325,7.6062,0.33309,0.33386,0.33384,0.33337,0.66797,0.33376,5
6191,6.9062,3.6226,7.7986,0.33301,0.3332,0.33303,0.33349,0.66798,0.33353,5
6192,6.2999,2.9669,6.9636,0.33389,0.33361,0.33346,0.33368,0.66777,0.33308,5
6193,6.3524,3.7523,7.3779,0.33305,0.33329,0.3339,0.3333,0.66712,0.33369,5
6194,6.8602,3.8009,7.8428,0.33398,0.33349,0.33397,0.33369,0.66778,0.33383,5
6195,6.4711,3.4927,7.3535,0.33365,0.33348,0.3335,0.33391,0.66796,0.33343,5
6196,6.4331,3.7394,7.4410,0.33373,0.33314,0.33334,0.33388,0.6679,0.33319,5
6197,7.0082,3.4538,7.8130,0.33379,0.3336,0.33308,0.33387,0.66718,0.33349,5
6198,6.4815,3.3625,7.3018,0.33394,0.33384,0.33357,0.3333,0.66715,0.33342,5
6199,6.3761,3.2853,7.1727,0.33384,0.33316,0.33332,0.33306,0.66724,0.33358,5
6200,6.3459,3.1891,7.1022,0.33329,0.33381,0.33376,0.3336,0.66785,0.33354,5
6201,6.9284,3.314,7.6802,0.33319,0.33349,0.33321,0.33398,0.66773,0.33352,5
6202,6.377,3.2223,7.1449,0.33329,0.33395,0.33346,0.33373,0.66716,0.33347,5
6203,6.9348,3.4702,7.7546,0.33394,0.33359,0.33376,0.33335,0.66714,0.3337,5
6204,6.6095,3.2375,7.3598,0.33379,0.33318,0.33327,0.3331,0.66741,0.33391,5
6205,6.8669,3.5919,7.7496,0.33342,0.33359,0.33361,0.33327,0.66746,0.33369,5
6206,6.3637,2.8983,6.9926,0.33318,0.3338,0.33331,0.3334,0.66716,0.33366,5
6207,6.1714,3.0498,6.8839,0.33303,0.33317,0.33333,0.33351,0.66759,0.33306,5
6208,6.4928,2.8975,7.1100,0.33393,0.33336,0.33318,0.33331,0.66718,0.33364,5
6209,6.6966,2.8102,7.2623,0.33355,0.33393,0.33334,0.33383,0.66747,0.33333,5
6210,6.7443,3.22,7.4736,0.33388,0.333,0.33345,0.3335,0.66715,0.33394,5
6211,6.3391,2.8946,6.9687,0.33396,0.33355,0.33336,0.33336,0.66777,0.33359,5
6212,6.4324,2.6519,6.9576,0.33353,0.33324,0.33314,0.33351,0.66736,0.33304,5
6213,6.6157,3.1997,7.3488,0.3331,0.33389,0.33344,0.33312,0.66715,0.33372,5
6214,6.3874,3.4537,7.2613,0.33308,0.33395,0.33353,0.33354,0.66721,0.33361,5
6215,6.3503,3.2615,7.1389,0.33315,0.33357,0.33385,0.3339,0.66757,0.33382,5
6216,6.8689,3.342,7.6388,0.33304,0.33309,0.33365,0.33318,0.66766,0.33381,5
6217,6.3996,2.9458,7.0450,0.33325,0.33321,0.33306,0.33365,0.6673,0.33312,5
6218,6.216,2.5536,6.7201,0.33322,0.33373,0.33313,0.33382,0.66761,0.33345,5
6219,6.6198,2.9387,7.2428,0.33396,0.33354,0.33339,0.33357,0.66782,0.33399,5
6220,6.6941,3.3175,7.4711,0.33348,0.33329,0.33389,0.33305,0.66764,0.33338,5
6221,7.1754,2.8621,7.7252,0.33305,0.33319,0.33318,0.33324,0.66744,0.33356,5
6222,6.2799,2.7659,6.8620,0.33314,0.33304,0.33398,0.33395,0.66711,0.3339,5
6223,6.2169,3.1983,6.9913,0.33319,0.33342,0.33351,0.33307,0.66727,0.33338,5
6224,6.7968,2.367,7.1972,0.33338,0.33302,0.33398,0.3332,0.6678,0.33369,5
6225,7.1054,2.6456,7.5819,0.33387,0.33399,0.33395,0.33344,0.66723,0.33378,5
6226,7.2131,2.8961,7.7728,0.33385,0.33398,0.33333,0.3336,0.66736,0.33372,5
6227,7.2203,2.699,7.7083,0.33371,0.3338,0.33368,0.33347,0.6678,0.3339,5
6228,6.5175,2.5135,6.9854,0.33349,0.3335,0.33361,0.33382,0.66759,0.33382,5
6229,6.3921,3.0367,7.0768,0.33314,0.33334,0.33399,0.33375,0.66775,0.33347,5
6230,7.1544,2.8187,7.6896,0.33308,0.33389,0.3332,0.3334,0.66734,0.33325,5
6231,6.7154,2.7552,7.2586,0.33395,0.33332,0.33369,0.33374,0.66723,0.33345,5
6232,7.2237,2.1915,7.5488,0.33352,0.33346,0.33323,0.33332,0.66712,0.33355,5
6233,6.9043,2.8782,7.4802,0.33321,0.33385,0.33318,0.33395,0.66732,0.33306,5
6234,7.1184,3.1582,7.7875,0.33349,0.33339,0.33368,0.33391,0.66722,0.33396,5
6235,6.9263,3.0021,7.5489,0.33307,0.33394,0.33336,0.33356,0.66786,0.3331,5
6236,6.9755,3.0453,7.6113,0.33396,0.33359,0.33313,0.33315,0.66777,0.33301,5
6237,6.5395,2.9188,7.1613,0.33305,0.33354,0.3333,0.33375,0.66749,0.33348,5
6238,6.9848,2.5919,7.4502,0.33371,0.3334,0.33366,0.33346,0.66703,0.33357,5
6239,6.9196,2.5072,7.3598,0.33316,0.33356,0.33302,0.33312,0.66747,0.33393,5
6240,6.2962,2.9774,6.9647,0.33336,0.3338,0.33329,0.33317,0.66771,0.33301,5
6241,6.7825,2.2822,7.1562,0.33397,0.3337,0.33372,0.33334,0.66787,0.3338,5
6242,7.199,2.6815,7.6822,0.33362,0.33351,0.33308,0.33366,0.66773,0.33353,5
6243,6.7384,2.8366,7.3111,0.33349,0.33384,0.33381,0.33353,0.6675,0.3337,5
6244,7.178,2.175,7.5003,0.33372,0.33378,0.33318,0.33333,0.66709,0.33305,5
6245,6.8325,2.2121,7.1817,0.33383,0.33323,0.33385,0.33351,0.66734,0.33346,5
6246,7.2044,2.3343,7.5731,0.33359,0.33375,0.3337,0.33391,0.66758,0.33398,5
6247,6.8038,2.088,7.1170,0.33398,0.33301,0.33353,0.33363,0.66773,0.33389,5
6248,6.9672,2.3469,7.3519,0.33376,0.33339,0.33315,0.33337,0.6677,0.33362,5
6249,7.2534,2.9023,7.8125,0.33398,0.33379,0.33317,0.33378,0.66709,0.66745,6
6250,7.0262,2.6673,7.5154,0.334,0.33313,0.33385,0.33382,0.33326,0.66799,6
6251,7.1218,2.1679,7.4444,0.33369,0.33368,0.33384,0.33324,0.33314,0.66753,6
6252,6.924,2.2705,7.2868,0.33361,0.33355,0.33396,0.33327,0.3337,0.66701,6
6253,6.4895,2.4063,6.9213,0.33309,0.33344,0.33329,0.33345,0.33359,0.66726,6
6254,6.7804,1.939,7.0522,0.33311,0.33371,0.33344,0.33319,0.33301,0.66763,6
6255,7.1144,1.972,7.3826,0.33322,0.33389,0.33333,0.3332,0.33386,0.66708,6
6256,6.3676,2.4196,6.8118,0.33327,0.33332,0.33388,0.33383,0.33375,0.66774,6
6257,6.3302,2.5462,6.8231,0.33343,0.33366,0.3336,0.33351,0.33388,0.66738,6
6258,6.7621,2.5485,7.2264,0.33302,0.33395,0.33303,0.33322,0.33337,0.66774,6
6259,7.0353,1.8789,7.2819,0.33373,0.33393,0.33393,0.3337,0.33373,0.6674,6
6260,7.0571,2.1217,7.3691,0.33304,0.33302,0.33316,0.33341,0.33349,0.66786,6
6261,7.0705,2.0331,7.3570,0.3335,0.33305,0.33323,0.33355,0.33396,0.66773,6
6262,6.7305,2.2799,7.1062,0.33348,0.33339,0.33371,0.33309,0.33349,0.6674,6
6263,6.8249,1.9868,7.1082,0.33305,0.33359,0.33324,0.33368,0.33382,0.66758,6
6264,6.5339,2.0434,6.8460,0.33358,0.33321,0.33371,0.33371,0.33395,0.66778,6
